views,likes,dislikes,comments
126596,1023,127,408
725600,3674,432,966
162810,6777,363,1962
191671,661,202,49
541785,5600,827,1537
538582,7322,2656,1618
4671337,120291,1335,8602
816679,7754,1224,2805
1093401,11011,1084,7150
328729,3293,455,1130
385236,1945,222,309
80467,3991,36,707
2693367,32786,3051,7478
84281319,2555414,51008,339708
5436462,240509,7489,27437
2686783,203314,2207,12989
37950,298,26,43
15030,247,50,114
513999,13037,316,1780
444738,5517,57,697
1369195,32608,1143,4759
630454,16563,475,4122
1338294,39583,710,2403
125817,4350,73,372
2121775,99783,2030,0
307197,4536,520,2341
587061,39323,2485,2836
539605,30432,280,2819
974150,12634,767,1748
680123,6502,582,825
62230,1965,11,322
1337759,30387,1686,6010
72292,79,24,80
154892,572,167,28
1856101,185209,3645,8347
244151,1348,223,147
742343,7407,399,1551
163150,1227,41,108
435390,852,120,2314
2073239,21391,1702,1954
65965,951,22,509
661819,10525,149,1887
84996,1091,13,134
106190,725,53,69
51598,908,51,0
114742,609,144,244
547487,14890,744,13983
144795,10948,1063,2880
333793,2448,502,929
1127965,18949,437,1648
302664,2110,204,375
54975,7144,57,838
141187,180,49,1143
208096,2188,134,756
623493,3434,267,252
736064,3552,319,1182
307418,9521,165,1486
1577081,33885,600,1005
4095892,18665,2236,3509
167577,3448,86,268
190428,780,156,0
364899,905,58,319
679067,43968,1378,7754
137196,4912,55,1323
455947,1349,262,710
136469,1729,38,1048
171598,7723,69,1480
2643877,33539,956,1438
120306,0,0,0
112740,857,105,268
431929,2545,264,1016
431929,2545,264,1016
209280,2188,136,517
977060,30492,753,3504
211445,24487,212,4023
4754601,19229,2250,5271
2504904,138931,2591,13895
500007,8061,239,792
166304,4752,104,758
4740233,49646,4339,9196
1556693,27003,1203,3876
647289,19851,877,2106
623018,26420,142,1606
53898,435,37,57
159191,1014,129,269
301323,8005,201,1260
683796,30307,208,4009
290171,4532,146,2011
74868,1256,18,468
342805,14132,478,6400
326365,6367,748,498
239087,4299,178,990
47564,924,11,88
33166,495,160,222
87450245,2584675,52176,341571
508357,85220,644,5216
350886,1931,307,805
282808,1538,255,201
132458,3334,55,162
38105,529,28,0
2801264,207955,2286,13362
120302,4527,79,495
5572200,243805,7800,25536
391984,9610,416,1570
174736,15288,65,1962
873423,50947,3399,3893
315159,2796,292,1450
792371,37116,436,3478
470130,3446,285,1455
219883,9072,155,3629
51856,98,11,47
2748611,116937,2453,0
280839,17179,144,4196
1608108,34859,1271,5015
126730,4909,129,886
184133,3048,87,286
154694,550,157,47
474263,25962,296,2191
43936,218,64,49
318586,4199,483,1163
82696,1037,24,565
318375,15417,192,1693
100507,582,48,242
1204074,10003,578,2020
98329,4731,46,999
87731,248,33,172
169736,8359,237,1572
136805,0,0,379
298142,7210,104,1423
1475655,43253,781,2632
106385,9968,45,1200
351737,26250,182,3945
315668,2326,196,400
155525,8688,77,1956
249635,14133,1394,4031
192764,1582,191,453
67117,1016,21,143
155810,1791,201,178
512120,3355,317,1063
619975,36185,252,3849
195720,2112,86,395
331862,6136,181,325
70294,1106,13,336
24784863,1149214,483943,461970
6133557,58775,4957,10219
1223843,30258,1627,3545
1946403,30587,1450,4459
304472,1527,248,436
770859,30182,169,1875
294262,2863,40,807
374892,9088,273,1388
42462,653,224,289
531492,15170,174,480
294554,6960,146,527
67824,604,45,66
523064,6857,271,2809
624637,20986,680,8681
425370,5578,263,1296
403058,7238,881,575
753017,32267,231,4250
806380,119340,946,6510
420492,1807,327,231
593909,2706,453,1136
507832,11032,475,1679
154147,1155,136,342
495226,15143,292,967
418523,12074,247,5153
354416,19266,168,4547
276927,3905,118,338
206977,625,196,51
864117,4498,426,1718
159330,5188,98,511
2475003,14093,1575,2709
139620,639,126,110
5658137,245890,7949,25708
89930713,2606665,53011,347982
966745,54179,3680,4125
188890,16082,68,2026
215292,6936,191,1125
109434,601,48,247
555405,5544,750,1377
365757,3051,332,1491
570172,17578,636,2590
2880682,210988,2342,13578
892181,38869,479,3681
149662,288,72,39
521751,21774,302,2115
1002721,38858,519,2890
742320,13506,223,1886
465502,7252,495,5863
3457431,133373,2831,0
172712,17298,140,850
1704485,59416,586,5415
190727,14428,118,1389
53897,5731,129,2288
1774746,36071,1355,5140
52494,103,11,48
149737,6211,65,1142
158177,9100,61,676
594312,38091,283,5218
430012,2634,238,419
290660,18562,214,993
396963,2178,343,563
216134,1737,33,60
237769,360,122,81
389046,15024,197,2712
38227,827,8,103
1136152,1853,1048,193
75839,924,18,322
52611730,1891822,884963,702784
2824535,169739,2010,19146
1606486,20827,2012,4153
7080039,63371,5261,10668
1809772,38632,2359,4298
686195,27524,520,8909
865221,21736,278,783
285940,4592,185,731
144609,1584,23,548
475105,9662,193,710
107200,10306,61,1243
364634,1718,277,489
284163,7077,216,853
1423146,20731,424,2881
1050738,66076,1561,11891
392332,4130,517,3009
4565455,19756,2591,3527
135608,5128,96,736
274024,1350,305,218
207637,2922,42,206
729391,9994,722,7792
248718,1684,214,527
734355,18617,227,1522
214800,1361,138,598
831054,31508,181,1977
397717,22398,298,1200
316603,5168,155,2864
175534,13509,7339,4187
198283,5650,89,702
275053,23917,235,1088
116855,5258,100,789
1292609,44519,1144,5599
9618,122,4,83
157231,617,215,65
310682,1807,228,645
47517,726,226,305
1629316,9433,1110,2854
98299,484,42,118
287188,8955,120,1430
470268,4153,308,1396
646093,17189,337,1005
318128,2140,203,491
166812,8796,38,1306
115586,1989,172,793
61562,840,111,143
692042,4189,222,1454
104292,550,77,51
15087,266,7,0
81839,800,49,70
14901,1323,14,87
122543,892,61,236
483905,22873,372,2442
107553,6004,39,1092
181427,1596,325,346
124208,3212,20,207
191160,9060,200,1138
18184886,399207,17473,58902
75969469,2251826,1127811,827755
1696948,196533,11937,56255
4531623,228550,3400,26214
1358604,13226,583,1874
2125916,24935,3020,6244
1271547,57530,1711,22986
1236676,96366,1123,11682
1417921,45508,976,14385
1560395,52039,703,3480
251594,18199,120,1963
925938,22734,302,815
645101,5272,542,1290
686188,29542,239,1541
267497,6448,116,743
563191,10919,216,818
102699,1977,34,215
3824981,84046,2748,11030
259867,1553,239,180
1800253,24024,546,3570
117181,1477,236,2392
82457,3509,44,516
82678,259,33,272
265711,5685,86,3990
140616,603,160,32
533777,4956,624,3479
147623,527,93,65
282617,2562,54,120
163309,2849,35,981
396239,1804,296,467
884351,6043,513,1838
217774,1735,81,1285
480281,7256,244,4127
1225452,72284,1812,13238
257133,8570,143,2090
351695,1815,221,698
190463,6467,128,900
130416,713,66,52
317710,2226,198,391
990527,66220,1241,7083
5559410,21911,3199,3831
196114,3962,64,913
124745,6717,40,2012
214762,7747,159,1106
236726,9181,231,1140
63271,3837,251,1857
265765,1797,223,635
410646,3909,423,1468
194115,8862,73,1369
211161,14484,9701,5219
155361,3739,171,569
440824,12104,158,1676
211360,1848,362,431
847817,20217,268,1639
868582,11205,849,9217
525501,2514,365,847
50653,4253,58,1557
26117,492,11,0
182664,9449,66,1714
233279,6153,103,720
106103,3932,168,804
24856612,466879,22152,67102
100911567,2656678,1353655,682890
2875276,270038,23502,68069
2707816,75663,9614,21780
2090215,133668,1762,14250
4936575,240715,3872,26876
1715177,15443,687,1893
910317,6340,723,1573
2406040,26845,3483,6845
1369272,60122,1855,24093
906927,59002,2095,4024
203274,470,144,1380
369050,6971,128,1023
72793,111,45,164
2209894,66089,1034,3948
118494,4919,82,854
889955,17752,462,968
123899,11030,80,2969
301813,13705,683,4276
314914,21392,151,2226
331375,10913,413,1071
269145,12202,236,1674
55095,253,50,135
257093,698,117,598
70559,5558,16,382
184826,2745,50,301
226770,633,135,105
987847,23889,317,696
96330,7880,83,882
200708,5074,76,1082
110064,3367,17,343
959996,5705,535,1228
473996,7901,131,4414
427529,2529,634,251
184159,1843,341,2653
350468,7526,147,771
458758,3571,235,1272
742278,31020,260,1582
429841,2417,123,1741
263668,12265,319,2085
1872412,10606,1058,3327
719129,13513,210,1072
5584610,107521,4061,13377
218876,3349,57,122
367408,31300,265,1832
149166,663,139,46
399761,19118,163,6175
388927,1807,316,197
218549,1474,176,438
297525,3950,412,1161
43732,425,61,281
599202,14850,395,5429
114640,5686,397,2050
623879,11693,227,795
109259,1351,121,369
558362,8133,298,4217
350014,9994,190,2311
66213,1464,93,295
259590,3924,46,969
111139,865,85,84
2481489,171770,7290,11838
29473013,502661,24722,64761
3437722,91338,3451,16434
113876217,2811217,1470387,787174
3450776,86753,13055,24170
2354599,143680,1949,14646
2053553,226537,1597,11801
470875,803,282,2235
1535601,99948,3465,6123
678272,19605,539,2560
130378,170,83,230
984094,6668,794,1696
1895337,16244,737,1926
5098736,246236,4118,22090
678474,9026,396,1109
620981,21437,1188,5706
359210,12973,176,2940
134473,293,166,624
323347,3158,70,162
858674,18889,4203,3512
510468,8243,163,1108
176814,6302,110,964
237423,14342,228,1210
1453801,22786,616,1021
186437,14167,116,3587
1423158,61507,1974,18731
450811,5821,117,196
158998,9544,36,487
196978,8391,238,1262
189417,1487,91,775
1694162,122467,8679,12376
522588,3938,300,1231
300269,6207,94,1182
42653,232,46,19
59626,1560,157,1484
2384983,125016,1150,13874
2424154,69744,1171,3310
442510,1295,329,630
296745,2898,220,363
140109,744,90,770
184683,4584,33,399
178546,9599,738,1032
543838,13833,521,1726
442686,1976,334,169
117124,5587,50,453
352300,23264,168,2319
2324929,9539,1106,1677
90508,0,0,1136
3263805,14275,1616,4151
27968,380,6,154
277880,868,74,636
376819,983,161,727
183661,7927,419,664
57346,248,206,78
510594,2983,196,754
407870,2108,308,553
134581,4791,195,552
115671,5580,145,1043
362629,15087,398,2414
222146,3086,56,313
218311,2003,378,1561
47915,1544,154,614
563127,5487,397,401
556056,8733,148,2371
200459,785,176,55
3734379,216725,13725,14371
7323028,138567,6560,25816
7691902,761854,86476,135159
798891,24320,1806,3813
32814882,523448,26141,66601
1495447,45548,1174,7590
6226815,127352,9630,26166
3138669,147732,8271,9019
325008,465,351,1157
125431369,2912715,1545018,807558
363466,4681,748,4043
3814743,91439,14542,12625
616781,0,0,3648
98148,7264,41,438
297841,8982,462,1565
740761,24314,1303,6239
134322,5540,200,1627
2574963,253710,1971,12763
726616,8526,162,226
2462247,147894,2027,11420
333031,1748,299,210
328862,13645,1877,1608
1741585,110001,3809,6617
843359,21590,632,2836
301738,9199,179,1802
576891,927,373,2521
526238,17206,246,3719
168229,568,117,47
61941,795,36,123
98805,4693,205,856
853425,6996,197,278
778258,8279,471,2518
511628,3799,298,1287
336781,13061,777,1013
126423,912,99,113
2083556,137758,10317,13580
1254522,22171,5667,4192
57635,1015,17,572
132359,5787,61,948
228677,2440,218,733
365286,4007,216,975
1099755,7277,869,1255
274508,1861,129,1131
4821151,53095,4255,4920
298203,10621,334,1567
149182,184,90,243
789959,9858,430,1175
298316,4127,301,1214
340043,15793,209,2675
2069416,16895,780,2049
16308,406,4,46
72700,210,43,183
50816,9924,12,458
51356,436,27,63
942021,39723,544,5696
568458,8730,177,1137
167183,717,194,68
5048,126,0,19
60092,392,7,68
642578,3740,466,1527
133502,895,84,83
586817,7136,144,284
260907,15441,261,1266
44496,1820,14,111
9523267,154282,7854,29706
991776,54086,1492,16573
2638376,68384,2168,11110
466511,25226,942,1927
3964598,223570,15725,14803
9971154,836364,108582,150293
1279270,31676,3017,5068
724158,38099,282,1693
1361548,21397,764,2520
719962,23272,256,877
383598,559,457,1435
346788,9464,63,197
294723,6576,130,719
3985586,171235,10683,10420
337908,11397,597,1174
7202196,140322,11014,26047
423640,11522,493,1533
294275,7351,131,2551
132582,7639,113,1179
35342725,536651,26918,70272
99424,1359,18,137
186866,11133,96,513
3022822,80308,3041,4460
848831,0,0,4717
669639,24283,382,3673
242329,9946,148,562
461663,5345,960,4559
552037,3747,343,1551
351020,2335,297,896
351467,17533,768,2693
132734,5822,60,465
720359,42509,659,5818
137843120,3014479,1602383,817582
126089,10339,98,5442
154651,666,198,93
87322,1589,146,82
481596,2081,380,207
451694,12327,261,2350
28785,99,15,29
366740,4477,109,361
100691,270,60,126
807362,25703,1373,6471
351317,4586,341,1337
2755971,261198,2065,13037
197588,3105,269,882
45877,378,55,93
244248,3077,285,1361
51310,2456,543,1041
1308156,11198,702,3251
28469,468,15,0
2526557,150418,2065,11615
172969,6328,234,1844
149428,2977,409,1206
269349,3272,239,1974
95302,1486,30,810
2311512,145033,11166,14124
499121,23413,689,705
379027,4644,290,615
117159,701,19,168
53086,615,41,189
311569,2247,203,413
92484,4065,73,709
39641,536,36,80
199062,8717,229,1661
395133,15312,2357,1833
72285,887,53,147
1221439,9549,326,310
216664,661,140,51
102417,575,15,114
1563655,70024,2221,21201
10370273,161252,8324,32391
1104195,52956,2211,4523
1517027,22765,802,2165
827474,18845,460,682
3046060,75036,2407,11931
311961,9723,660,932
790541,19594,1384,2032
945978,44950,344,2057
11767339,882821,117843,150856
764775,20132,1600,7991
358618,11763,159,768
772143,17209,113,184
1559428,38250,3411,5845
305978,17120,416,2556
182182,10867,171,1784
4092645,227376,16552,14638
4276937,179036,11564,10870
299914,15112,153,1119
231123,15491,169,7372
273263,1503,253,207
151883,4640,264,618
471926,9560,183,2756
558074,13366,559,1750
406981,595,483,1410
99152,1168,138,388
2256063,11096,1932,2878
221664,10735,170,1484
294324,23813,1085,7434
410184,61238,278,16848
57159,326,56,59
337827,12163,200,675
234734,5127,82,449
150706,628,165,24
346908,46724,165,2434
200462,2882,76,108
7894921,149667,11925,26896
90104,2054,51,253
4274144,29062,3388,1476
523933,3700,317,1378
463072,4950,465,1770
711989,29602,1643,6655
310972,29163,2001,4885
158467,2246,32,235
22978,2169,22,239
224429,2481,243,1133
11068,287,7,25
379835,13286,451,2056
804690,26898,439,3940
21282,503,8,0
4924890,97854,3977,5052
571637,3131,456,1110
3466,203,16,7
127927,1689,253,964
197064,11307,346,1262
968586,0,0,4907
36971093,544117,27450,78618
54016,5674,16,700
89821,1177,107,122
1093062,69379,1941,15218
1753172,226056,8440,27168
1697140,27878,670,2027
579499,13740,294,594
737557,25002,1070,2869
1288346,58093,2404,4745
293965,5778,38,224
897442,17019,1815,8301
375261,1268,48,100
1297740,63426,1584,4507
10693769,165082,8619,27265
365526,11012,764,381
76300,1266,62,410
276511,8780,502,1681
676973,26669,360,1809
969198,24003,1570,2186
323923,15442,301,2450
3313280,80589,2549,11178
294225,1554,310,209
13447283,917951,123922,156083
346166,2935,334,1027
1808546,43924,3668,6084
1638226,50549,925,4202
136671,437,121,220
16408,258,5,90
154098,2395,330,1238
70320,2528,40,275
180860,674,134,101
385846,29226,1228,11035
234891,14017,400,3183
144241,799,51,240
237591,1620,168,491
161792,5435,420,1111
150265,599,159,23
4367075,15997,3231,45
67640,6854,25,610
1049407,48211,370,2225
450901,14286,217,850
178709,71984,3033,5668
336372,1911,263,538
125779,734,83,167
1201116,5676,958,2234
396596,19247,551,2654
537527,61584,273,2952
649198,14556,610,1861
4423959,182958,11974,12386
89693,1078,127,307
30731,421,20,130
950853,46506,562,3256
622605,70872,384,18560
371204,6572,108,447
93383,500,44,16
7650,200,8,87
418317,617,504,1450
60753,3178,58,255
45321,467,75,70
284212,4178,121,135
516162,4041,413,1241
536044,10114,199,2788
556516,21611,289,2415
292123,1957,215,358
171804,3552,113,548
121599,1150,11,311
186712,6831,189,2025
1862809,93733,3078,21507
1668576,32948,1213,3910
15008459,268737,13081,17208
1166974,22950,679,981
259328,6106,37,195
3085913,317124,15662,36271
1822507,40068,2604,4228
2400645,90786,2847,6557
1371115,61951,463,2105
271328,7580,555,1111
1337906,22027,2649,10424
1469528,59546,2573,4452
297180,4870,177,387
5324541,101646,2446,7763
289859,1526,274,193
80638,2809,39,449
47078,937,35,676
455452,4976,486,1717
347144,14049,315,3902
378262,11382,788,357
855787,31762,446,2123
121685,1697,232,1356
159327,2859,301,1148
67667,248,44,168
1197223,29654,1753,2395
326370,4193,260,1614
35532,486,24,128
1128702,36287,1768,3424
151578,6933,112,841
434744,55447,1999,11231
25413,78,8,60
137635,605,81,74
911957,5615,624,1702
144415,11062,59,780
18757,573,21,96
10981111,168334,8840,31605
383198,18581,603,3938
168718,6414,118,479
140879,605,172,31
357416,16494,328,2671
171046,526,150,264
394561,2188,262,696
395891,46011,204,873
103509,3384,132,408
122547,12626,484,2088
330755,8470,811,1813
340156,15504,1387,9101
15313469,953734,129860,162754
27756,1218,104,330
1976572,47253,3849,6508
239792,1329,82,359
211521,6958,596,2001
567597,2611,414,702
526662,34196,1571,12845
1951981,225433,10129,27999
2191499,179544,1550,24639
2114724,38171,1596,4541
463016,8865,64,309
20620951,350847,18209,21430
2026240,98457,3335,22731
1576814,27339,868,1141
5328188,390343,37410,29755
273934,2266,129,1577
649723,24138,479,3604
3397099,333296,17806,38350
2171350,81443,804,2858
2890245,99933,3386,7264
373642,9269,712,1273
416216,10165,183,1722
279297,1502,287,219
1560188,24214,2955,11189
639101,4304,1129,1350
61393,96,34,116
247280,3639,165,174
1670840,114682,869,11321
19675,432,23,156
567499,7642,408,732
600154,3646,1167,463
915218,6788,503,1393
146512,412,99,259
190608,9041,744,946
144887,9568,29,783
624416,20845,483,5316
113315,786,72,457
273127,14100,227,1988
201146,2162,361,1714
142136,598,159,48
685556,10374,313,823
283449,5550,77,564
95997,260,287,658
7520441,124808,3368,9259
109910,6300,63,1057
117315,6147,107,958
116140,5714,135,587
173345,672,115,115
226630,1617,169,411
279793,10242,183,1217
1759743,60523,2773,4547
434436,2884,103,1338
765059,76989,3017,14178
2370859,18586,1461,3946
261585,3706,383,932
314109,3140,387,1743
357659,3359,335,1631
278076,3454,65,448
492337,5402,522,1654
61483,355,25,39
86326,8154,136,1642
571877,21895,2076,12966
800424,9066,335,1573
92010,1169,20,363
45347,424,84,283
774153,70336,385,1252
89038,880,62,222
270546,5146,79,145
140749,1812,187,773
979151,35585,496,1917
59769,557,118,125
3428335,326547,14796,40934
3519320,243541,3770,32641
5275682,578220,8202,116532
393673,6475,402,1105
2298499,24275,1255,1220
622284,10484,94,360
2333109,40493,1786,4870
22497031,381477,20542,24788
1337780,39735,1064,5599
580009,23706,581,3576
7974053,451510,45751,34620
240945,4490,815,1499
1842809,181667,1073,8673
346391,2602,153,1703
250966,4453,128,151
1876028,31084,974,1206
261135,2186,54,58
2102303,100910,3444,19855
212438,12343,35,934
184735,405,441,1019
153025,987,154,111
104576,129,46,172
637195,24685,421,3264
661431,12910,250,2160
37862,60,12,41
336058,14537,277,3968
369627,56007,799,2911
238491,1189,132,600
